States/UTs,Crime Head,Year,Cases pending investigation from previous year,Cases reported Under 156_3 during the year,Cases reported in Police Stations during the year,Cases reported during the year,No of victims in the registered cases,No of cases withdrawn by the Govt during investigation,Cases not investigated Under 157_1_b CRPC,Cases transferred to other Police Station or Magistrate,Cases ended as final report false,Cases ended as mistake of fact or of law,Cases in ended as final report as Non Cognizable Submitted,Cases Chargesheeted Out of Cases During the Year,Cases Chargesheeted Out of Cases from Previous Year,Cases Chargesheeted,Cases Not Chargesheeted but final report Submitted,Total cases Investigated,Cases pending investigation at the end of the year,Cases pending trial from the previous year,Cases sent for trial during the year,Cases withdrawn by the Govt,Cases disposed off by Plea Bargaining,Cases for Trial during the year,Cases compounded or withdrawn,Cases in which trials were completed,Cases  convicted Out of Cases During the Year,Cases  convicted Out of Cases from Previous Year,Cases convicted,Cases Acquitted Out of Cases During the Year,Cases Acquitted Out of Cases from Previous Year,Cases Acquitted or Discharged,Cases Pending Trial at the end of the year,Persons in custody during inv stage at beginning of Year_Male,Persons in custody during inv stage at beginning of Year_Female,Persons in custody during inv stage at beginning of Year_Total,Persons on bail during inv stage at beginning of Year_Male,Persons on bail during inv stage at beginning of Year_Female,Persons on bail during inv stage at beginning of Year_Total,Persons arrested during the year_Male,Persons arrested during the year_Female,Persons arrested during the year_Total,Persons released or freed before trial for want of evidence_Male,Persons released or freed before trial for want of evidence_Fem,Persons released or freed before trial for want of evidence_Tot,Persons in custody during inv stage at year end_Male,Persons in custody during inv stage at year end_Female,Persons in custody during inv stage at year end_Total,Persons on Bail during inv stage at year end_Male,Persons on Bail during inv stage at Year end_Female,Persons on Bail during inv stage at year end_Total,Persons charge sheeted_Male,Persons charge sheeted_Female,Persons charge sheeted_Total,Persons in custody during trial stage at begin of year_Male,Persons in custody during trial stage at begin of year_Female,Persons in custody during trial stage at begin of year_Total,Persons on Bail during trial stage at begin of year_Male,Persons on Bail during trial stage at begin of year_Female,Persons on Bail during trial stage at begin of year_Total,Total number of persons under Trial_Male,Total number of persons under Trial_Female,Total number of persons under Trial_Total,Persons against whom cases were compounded by Courts_Male,Persons against whom cases were compounded by Courts_Female,Persons against whom cases were compounded by Courts_Total,Persons against whom cases were withdrawn_Male,Persons against whom cases were withdrawn_Female,Persons against whom cases were withdrawn_Total,Persons in custody during trial stage at Year end_Male,Persons in custody during trial stage at Year end_Female,Persons in custody during trial stage at Year end_Total,Persons on bail during trial stage at Year End_Male,Persons on bail during trial stage at Year End_Female,Persons on bail during trial stage at Year End_Total,Persons whose cases trials were completed during the year_Male,Persons whose cases trials were completed during the year_Female,Persons whose cases trials were completed during the year_Total,Persons convicted_Male,Persons convicted_Female,Persons convicted_Total,Persons acquitted_Male,Persons acquitted_Female,Persons acquitted_Total,Persons Discharged by Court_Male,Persons Discharged by Court_Female,Persons Discharged by Court_Total
Rajasthan,14.1 - Under ITP Section 5,2014,2,0,18,18,20,0,0,0,0,0,0,13,0,13,0,13,7,119,13,0,0,132,0,7,0,6,6,0,1,1,125,3,0,3,0,0,0,39,43,82,0,0,0,0,0,0,0,0,0,42,43,85,3,2,5,501,30,531,546,75,621,0,0,0,0,0,0,0,0,0,520,72,592,26,3,29,18,2,20,8,1,9,0,0,0
Rajasthan,14.2 - Under ITP Section 6,2014,0,0,8,8,8,0,0,0,0,0,0,7,0,7,0,7,1,21,7,0,0,28,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,33,7,40,0,0,0,0,0,0,5,3,8,28,4,32,0,0,0,43,16,59,71,20,91,0,0,0,0,0,0,0,0,0,71,20,91,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,14.3 - Under ITP Section 7,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,14.4 - Under ITP Section 8,2014,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,14.5 - Other Sections under ITP Act,2014,5,0,51,51,73,0,0,0,0,0,0,41,3,44,0,44,12,289,44,0,1,332,0,25,1,19,20,0,5,5,307,0,0,0,0,0,0,120,107,227,0,0,0,0,0,0,28,25,53,92,82,174,29,0,29,762,207,969,883,289,1172,0,0,0,0,0,0,20,3,23,802,261,1063,61,25,86,47,19,66,14,6,20,0,0,0
Rajasthan,15 - Total Crimes against Women,2014,2881,15377,15774,31151,31286,0,0,31,10658,3881,137,14980,1442,16422,186,31284,2717,53668,16422,3,467,69620,1473,9004,337,3322,3659,406,4939,5345,59143,18,2,20,240,25,265,21420,2322,23742,0,0,0,73,3,76,519,55,574,21086,2291,23377,7610,686,8296,71545,6453,77998,100241,9430,109671,1448,232,1680,1133,113,1246,8143,692,8835,75366,7025,82391,14151,1368,15519,5377,464,5841,7373,745,8118,1401,159,1560
Sikkim,1 - Rape (Section 376 IPC),2014,5,0,47,47,54,0,0,0,0,0,0,38,5,43,1,44,8,68,43,0,0,111,0,39,2,20,22,2,15,17,72,10,0,10,0,0,0,107,0,107,0,0,0,14,0,14,0,0,0,103,0,103,0,0,0,9,0,9,112,0,112,0,0,0,0,0,0,69,0,69,4,0,4,39,0,39,22,0,22,17,0,17,0,0,0
Sikkim,1.1 - Custodial Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,1.1.1 - Custodial_Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,1.1.2 - Custodial_Other Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,1.2 - Rape other than Custodial,2014,5,0,47,47,54,0,0,0,0,0,0,38,5,43,1,44,8,68,43,0,0,111,0,39,2,20,22,2,15,17,72,10,0,10,0,0,0,107,0,107,0,0,0,14,0,14,0,0,0,103,0,103,0,0,0,9,0,9,112,0,112,0,0,0,0,0,0,69,0,69,4,0,4,39,0,39,22,0,22,17,0,17,0,0,0
Sikkim,1.2.1 - Rape_Gang Rape,2014,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,1.2.2 - Rape_Others,2014,5,0,46,46,53,0,0,0,0,0,0,37,5,42,1,43,8,68,42,0,0,110,0,39,2,20,22,2,15,17,71,10,0,10,0,0,0,105,0,105,0,0,0,14,0,14,0,0,0,101,0,101,0,0,0,9,0,9,110,0,110,0,0,0,0,0,0,67,0,67,4,0,4,39,0,39,22,0,22,17,0,17,0,0,0
Sikkim,2 - Attempt to commit Rape (Section 376 & 511 IPC),2014,0,0,9,9,9,0,0,0,0,0,0,8,0,8,0,8,1,0,8,0,0,8,0,2,0,0,0,2,0,2,6,0,0,0,0,0,0,10,0,10,0,0,0,1,0,1,0,0,0,9,0,9,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,3,0,3,4,0,4,2,0,2,0,0,0,0,0,0,2,0,2
Sikkim,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",2014,6,0,12,12,15,0,0,0,0,0,0,6,6,12,0,12,6,8,12,0,0,20,0,8,0,2,2,0,6,6,12,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,3.1 - Kidnaping & Abduction Section 363 IPC,2014,0,0,9,9,11,0,0,0,0,0,0,5,0,5,0,5,4,0,5,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,3.3 - Kidnapping for Ransom Section 364A,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,3.4 - Kidnapping & Abduction of Women to compel her for marriage,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,3.5 - Kidnapping & Abduction of Women-Other,2014,6,0,3,3,4,0,0,0,0,0,0,1,6,7,0,7,2,8,7,0,0,15,0,8,0,2,2,0,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,4 - Dowry Deaths (Section 304-B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),2014,8,0,34,34,39,0,0,0,0,0,0,27,8,35,2,37,5,22,35,0,0,57,1,26,2,16,18,2,6,8,30,0,0,0,8,0,8,53,0,53,4,0,4,5,0,5,5,0,5,47,0,47,0,0,0,13,0,13,60,0,60,1,0,1,1,0,1,16,0,16,16,0,16,26,0,26,18,0,18,8,0,8,0,0,0
Sikkim,5.1 - Sexual Harassment,2014,0,0,14,14,18,0,0,0,0,0,0,14,0,14,0,14,0,0,14,0,0,14,1,1,1,0,1,0,0,0,12,0,0,0,0,0,0,17,0,17,2,0,2,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,15,0,15,1,0,1,1,0,1,5,0,5,7,0,7,1,0,1,1,0,1,0,0,0,0,0,0
Sikkim,5.2 - Assault on women with intent to Disrobe,2014,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,5.3 - Voyeurism,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,5.4 - Stalking,2014,0,0,2,2,2,0,0,0,0,0,0,2,0,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,1,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,5.5 - Others,2014,8,0,17,17,18,0,0,0,0,0,0,11,8,19,2,21,4,22,19,0,0,41,0,25,1,16,17,2,6,8,16,0,0,0,8,0,8,31,0,31,2,0,2,5,0,5,4,0,4,28,0,28,0,0,0,13,0,13,41,0,41,0,0,0,0,0,0,10,0,10,6,0,6,25,0,25,17,0,17,8,0,8,0,0,0
Sikkim,6 - Insult to the Modesty of Women_Total (Section 509 IPC),2014,0,0,3,3,3,0,0,0,0,0,0,1,0,1,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,6.1 - At Office premises,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,6.2 - Other places related to work,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,6.3 - In Public Transport system,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,6.4 - in Other Places,2014,0,0,3,3,3,0,0,0,0,0,0,1,0,1,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,7 - Cruelty by Husband or his Relatives (Section 498A),2014,2,0,5,5,5,0,0,0,0,0,0,2,2,4,0,4,3,6,4,0,0,10,0,6,0,4,4,0,2,2,4,0,0,0,2,0,2,5,1,6,1,0,1,0,0,0,2,1,3,4,0,4,0,0,0,6,0,6,10,0,10,0,0,0,0,0,0,0,0,0,4,0,4,6,0,6,4,0,4,2,0,2,0,0,0
Sikkim,8 - Importation of Girls from Foreign Country (Section 366B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,9 - Abetment of Suicides of Women u/s 306 IPC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"10 - Dowry Prohibition Act, 1961",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"11 - Indecent Representation of Women (Prohibition) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,12 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"13 - Protection of Women from Domestic Violence Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,14 - Immoral Traffic (Prevention) Act (Women Cases only),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,14.1 - Under ITP Section 5,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,14.2 - Under ITP Section 6,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,14.3 - Under ITP Section 7,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,14.4 - Under ITP Section 8,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,14.5 - Other Sections under ITP Act,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,15 - Total Crimes against Women,2014,21,0,110,110,125,0,0,0,0,0,0,82,21,103,3,106,25,104,103,0,0,207,1,81,4,42,46,6,29,35,125,10,0,10,10,0,10,181,1,182,5,0,5,20,0,20,9,1,10,167,0,167,0,0,0,28,0,28,195,0,195,1,0,1,1,0,1,91,0,91,29,0,29,73,0,73,44,0,44,27,0,27,2,0,2
Tamil Nadu,1 - Rape (Section 376 IPC),2014,589,4,451,455,459,0,0,5,3,12,1,237,337,574,24,614,425,2422,574,0,0,2996,1,577,2,155,157,4,416,420,2418,148,5,153,550,10,560,736,28,764,22,0,22,79,0,79,463,13,476,870,30,900,318,0,318,2624,6,2630,3812,36,3848,1,0,1,0,0,0,143,0,143,2904,24,2928,764,12,776,233,0,233,531,12,543,0,0,0
Tamil Nadu,1.1 - Custodial Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,1.1.1 - Custodial_Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,1.1.2 - Custodial_Other Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,1.2 - Rape other than Custodial,2014,589,4,451,455,459,0,0,5,3,12,1,237,337,574,24,614,425,2422,574,0,0,2996,1,577,2,155,157,4,416,420,2418,148,5,153,550,10,560,736,28,764,22,0,22,79,0,79,463,13,476,870,30,900,318,0,318,2624,6,2630,3812,36,3848,1,0,1,0,0,0,143,0,143,2904,24,2928,764,12,776,233,0,233,531,12,543,0,0,0
Tamil Nadu,1.2.1 - Rape_Gang Rape,2014,0,0,2,2,2,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,2,0,2,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,1.2.2 - Rape_Others,2014,589,4,449,453,457,0,0,5,3,12,1,236,337,573,24,613,424,2422,573,0,0,2995,1,577,2,155,157,4,416,420,2417,148,5,153,550,10,560,730,28,758,22,0,22,79,0,79,461,13,474,866,30,896,318,0,318,2624,6,2630,3808,36,3844,1,0,1,0,0,0,143,0,143,2900,24,2924,764,12,776,233,0,233,531,12,543,0,0,0
Tamil Nadu,2 - Attempt to commit Rape (Section 376 & 511 IPC),2014,15,0,16,16,16,0,0,0,0,1,0,6,9,15,1,17,14,23,15,0,0,38,0,4,0,0,0,0,4,4,34,0,0,0,16,0,16,18,0,18,0,0,0,0,0,0,16,0,16,18,0,18,0,0,0,20,0,20,38,0,38,0,0,0,0,0,0,0,0,0,34,0,34,4,0,4,0,0,0,4,0,4,0,0,0
Tamil Nadu,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",2014,1108,9,1493,1502,1515,0,0,16,48,342,65,288,372,660,363,1478,1116,1390,660,0,0,2050,18,546,7,90,97,19,430,449,1486,165,5,170,1177,77,1254,1447,57,1504,149,3,152,126,5,131,1269,48,1317,1245,83,1328,344,4,348,2306,130,2436,3895,217,4112,0,0,0,12,0,12,326,2,328,2330,83,2413,1227,132,1359,200,3,203,1027,129,1156,0,0,0
Tamil Nadu,3.1 - Kidnaping & Abduction Section 363 IPC,2014,209,1,230,231,233,0,0,6,4,26,0,69,79,148,94,272,162,217,148,0,0,365,13,108,0,2,2,1,105,106,244,82,1,83,129,10,139,179,17,196,18,0,18,38,2,40,106,8,114,228,18,246,66,0,66,361,22,383,655,40,695,0,0,0,0,0,0,60,0,60,398,5,403,197,35,232,3,0,3,194,35,229,0,0,0
Tamil Nadu,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,3.3 - Kidnapping for Ransom Section 364A,2014,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,3.4 - Kidnapping & Abduction of Women to compel her for marriage,2014,782,7,1073,1080,1087,0,0,10,44,306,65,173,260,433,224,1072,780,1090,433,0,0,1523,5,412,7,86,93,16,303,319,1106,81,4,85,928,58,986,1080,36,1116,120,3,123,88,3,91,964,30,994,917,62,979,278,4,282,1740,98,1838,2935,164,3099,0,0,0,12,0,12,256,2,258,1688,68,1756,979,94,1073,190,3,193,789,91,880,0,0,0
Tamil Nadu,3.5 - Kidnapping & Abduction of Women-Other,2014,117,1,189,190,194,0,0,0,0,10,0,46,33,79,45,134,173,83,79,0,0,162,0,26,0,2,2,2,22,24,136,2,0,2,120,9,129,186,4,190,11,0,11,0,0,0,197,10,207,100,3,103,0,0,0,205,10,215,305,13,318,0,0,0,0,0,0,10,0,10,244,10,254,51,3,54,7,0,7,44,3,47,0,0,0
Tamil Nadu,4 - Dowry Deaths (Section 304-B IPC),2014,125,0,95,95,95,0,0,0,0,0,0,50,93,143,0,143,77,571,143,0,0,714,0,158,0,45,45,1,112,113,556,26,0,26,209,40,249,224,68,292,1,0,1,18,9,27,175,38,213,265,61,326,100,16,116,736,143,879,1101,220,1321,0,0,0,0,0,0,82,10,92,755,165,920,264,45,309,88,9,97,176,36,212,0,0,0
Tamil Nadu,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),2014,587,12,1090,1102,1102,0,0,0,15,126,9,587,313,900,48,1098,591,3495,900,0,0,4395,0,1102,43,267,310,19,773,792,3293,89,0,89,730,31,761,1431,186,1617,43,0,43,137,11,148,729,44,773,1341,162,1503,728,0,728,4486,225,4711,6555,387,6942,0,0,0,0,0,0,370,0,370,4304,93,4397,1881,294,2175,484,23,507,1366,271,1637,31,0,31
